epoch,n_busy,busy_median_khz,busy_p90_khz,all_median_khz,loadavg
1788901475,6,2140484,3188972,800000,5.66
1788901505,20,2897870,2900000,800000,4.71
1788901535,22,2894032,2904334,800000,8.23
1788901565,21,2900000,3099966,800000,10.35
1788901595,25,2900000,3100000,1020627,11.92
1788901625,20,2900000,3100000,800000,12.94
1788901655,25,2900000,3093001,2600051,13.21
1788901686,14,2300000,3006265,800000,11.69
1788901716,23,2900000,3100000,800000,10.21
1788901746,20,3047267,3100000,800000,12.85
1788901776,20,2900000,3100000,800000,13.93
1788901806,18,2899969,3100032,800000,14.31
1788901836,23,2900000,2900031,800000,14.78
1788901866,22,2900000,3109597,800000,14.93
1788901896,12,1900000,2933991,800000,13.23
1788901926,29,2900000,3100000,2840959,9.22
1788901957,25,2900000,3097225,1165894,9.02
1788901987,24,2900000,3100000,800000,9.93
1788902017,20,2895552,3100000,800000,9.49
1788902047,24,2898410,3097974,800000,8.89
1788902077,25,2900000,2900065,2560126,9.50
1788902107,23,2895801,2900000,807481,7.67
1788902137,24,2900000,3096974,901349,6.97
1788902167,22,3059696,3202146,800000,7.29
1788902197,19,2900000,2900029,800000,6.19
1788902228,23,2897143,2910980,800000,6.72
1788902258,24,2900000,3100043,801945,6.75
1788902288,11,1988426,2205978,800000,5.90
1788902318,27,2900000,3129184,1133105,5.67
1788902348,21,2899954,2900000,800000,5.92
1788902378,22,2713052,3100000,800000,5.99
1788902408,15,2899967,2900000,800000,6.77
1788902438,22,2822899,2981403,800000,6.79
1788902468,24,2863476,3339184,874363,6.53
1788902498,10,1856172,2986139,800000,4.86
1788902529,25,2900000,3100000,1297142,5.22
1788902559,20,2900000,2966216,800000,7.87
1788902589,23,2892791,3050751,800000,10.00
1788902619,23,2899968,3100000,800778,10.84
1788902649,21,2899966,3100000,800000,12.32
1788902679,22,2897810,3066494,800000,13.00
1788902709,5,2910491,3200000,800000,10.08
1788902739,22,2900000,2900031,800000,11.43
1788902769,24,2959405,3097608,800000,12.88
1788902800,18,2900000,3079282,800000,14.07
1788902830,22,2900000,3100000,800000,14.14
1788902860,23,2833880,3108857,800000,14.80
1788902890,21,2900000,3100000,800000,13.69
1788902920,24,2900000,2906027,981540,9.97
1788902950,32,2900000,3100000,2896677,9.69
1788902980,25,2895368,2900000,1288880,9.68
1788903010,22,2899943,3009164,800000,8.69
1788903040,23,2897141,2900000,800000,8.00
1788903071,25,2900000,3100000,1787194,8.65
1788903101,8,2231970,3399965,800000,7.65
1788903131,21,2900000,2900081,800000,6.74
1788903161,28,2900000,3204605,2350011,6.56
1788903191,24,2900000,3114655,800000,7.43
1788903221,24,2899974,3100000,800000,7.50
1788903251,19,2900000,3097797,800000,7.64
1788903281,24,2895399,3091615,867382,8.08
1788903311,25,2900000,2909006,1586307,6.60
1788903341,18,2978320,3198924,800000,6.18
1788903372,18,2900000,3381758,800000,6.70
1788903402,23,2900000,3087984,800000,6.38
1788903432,26,2895402,3362788,1375933,5.88
1788903462,15,2900000,2932598,800000,5.71
1788903492,14,1877140,3100031,800000,6.33
1788903522,23,2822966,3025255,800000,4.76
1788903552,23,2900000,3045302,800007,8.18
1788903582,23,2883556,3072333,800000,9.87
1788903612,21,2875577,3093585,800000,10.11
1788903643,25,2855594,3100000,1043529,11.28
1788903673,21,2900032,3081266,800000,12.67
1788903703,15,2161248,3011767,800000,11.36
1788903733,20,2834131,3337691,800000,8.43
1788903763,24,2871057,3100000,800000,10.69
1788903793,23,2900000,3100000,800000,12.11
1788903823,22,2858531,3033208,800000,12.51
1788903853,23,2853816,2982685,800000,11.68
1788903883,24,2821271,3029587,800000,12.73
1788903914,9,1801534,3280109,800000,12.07
1788903944,5,2127857,2370849,800000,7.40
1788903974,2,2301117,2301117,800000,5.73
1788904004,6,2021163,2601268,800000,3.58
1788904034,6,1862010,2422332,800000,2.29
1788904064,9,2680073,3336394,800000,1.60
1788904094,7,3226903,3722282,800000,1.15
1788904125,3,2010040,2010040,800000,0.83
1788904155,2,1256062,1256062,800000,1.02
1788904185,2,1060944,1060944,800000,1.00
1788904215,5,1878094,2412727,800000,1.24
1788904245,6,1900000,3100000,800000,1.14
1788904275,12,1315236,2144295,800000,1.09
1788904305,3,1830828,1830828,800000,1.10
1788904335,6,2139626,2609603,800000,1.14
1788904365,6,1909153,2400000,800000,1.14
1788904396,8,1900000,2525110,800000,1.21
1788904426,6,1804735,2270689,800000,1.18
1788904456,4,1992882,2220754,800000,1.27
1788904486,9,2000000,2384633,800000,2.33
1788904516,12,2000000,2688412,800000,3.30
1788904546,5,2571259,2652130,800000,2.63
1788904576,12,1804265,2490234,800000,3.50
1788904606,9,1648644,2867641,800000,4.06
1788904636,7,2900000,3262442,800000,4.47
1788904667,8,1254566,2136535,800000,3.68
1788904697,6,1900000,2557627,800000,10.27
1788904727,21,2900000,2900000,800000,6.96
1788904757,7,1723547,1900000,800000,10.69
1788904787,19,2900000,2900000,800000,6.87
1788904817,5,1500000,2103782,800000,12.13
1788904847,29,2900000,2900029,2496559,7.97
1788904877,9,1900000,3100000,800000,15.22
1788904907,16,2400000,3147624,800000,9.87
1788904937,23,2900000,2900029,801070,15.32
1788904967,6,1500000,2168834,800000,10.77
1788904998,19,2895757,2900029,800000,11.89
1788905028,6,1400000,3090080,800000,9.79
1788905058,24,2900000,2900000,974285,11.25
1788905088,4,1500000,1794736,800000,10.86
1788905118,21,2900000,2900000,800000,12.00
1788905148,4,1500000,2322043,800000,11.21
1788905178,23,2900000,2900029,800189,9.75
1788905208,7,2176822,2889182,800000,11.85
1788905238,40,2900000,3089084,2900000,16.72
1788905268,8,1623906,2472761,800000,19.47
1788905299,37,2900000,3015709,2898039,22.77
1788905329,44,2899970,2933643,2899966,23.99
1788905359,42,2900000,3099968,2900000,25.20
1788905389,42,2900000,2928179,2900000,23.96
1788905419,40,2900000,3099967,2899970,26.61
1788905449,44,2900000,3100000,2900000,29.04
1788905479,42,2900000,3100000,2900000,28.39
1788905509,48,2900000,3100000,2900000,29.24
1788905539,44,2900000,3099341,2900000,29.71
1788905569,46,2900000,3100000,2900000,27.42
1788905600,39,2900000,3100000,2900000,28.55
1788905630,35,2893885,2900000,2881487,27.72
1788905660,48,2900000,3100000,2900000,29.75
1788905690,47,2900000,3099967,2899970,29.06
1788905720,46,2900000,3100000,2900000,30.29
1788905750,44,2900000,3100000,2900000,30.36
1788905780,39,2900000,3099968,2900000,31.33
1788905810,0,0,0,800000,28.45
1788905840,48,2900000,2969866,2900000,29.81
1788905870,48,2900000,3100325,2900000,29.97
1788905901,40,2900000,3100000,2900000,31.16
1788905931,45,2900000,2981838,2900000,31.05
1788905961,44,2900029,3100000,2900000,29.62
1788905991,42,2900000,3097546,2900000,27.33
1788906021,44,2900000,3100000,2900000,26.22
1788906051,15,1700000,2686485,800000,27.42
1788906081,46,2900029,3099968,2900029,30.05
1788906111,45,2900000,2900167,2900000,30.53
1788906141,44,2900000,2900058,2900000,30.96
1788906171,40,2900000,3099968,2900000,29.34
1788906202,39,2900000,2907754,2900000,28.67
1788906232,40,2900029,3100000,2900000,28.24
1788906262,39,2900000,3099968,2900000,29.42
1788906292,38,2900000,3099968,2900000,26.74
1788906322,4,1101441,1200000,800000,27.96
1788906352,47,2897994,3100000,2897843,27.49
1788906382,45,2900000,3100000,2900000,27.87
1788906412,47,2900000,2900034,2899970,26.44
1788906442,40,2899970,3100000,2899970,28.93
1788906473,40,2900000,3100000,2900000,30.33
1788906503,43,2900000,2900029,2900000,28.07
1788906533,7,1985401,2993827,800000,29.01
1788906563,47,2900000,3105496,2900000,28.27
1788906593,48,2900000,2900331,2900000,29.68
1788906623,48,2900000,3100000,2900000,29.25
1788906653,48,2900000,3100000,2900000,28.97
1788906683,15,2933463,3086102,800000,26.39
1788906713,36,2900000,2900029,2900000,27.17
1788906743,38,2900000,3100000,2900000,27.30
1788906774,43,2900000,2900030,2900000,28.21
1788906804,26,2900000,3092384,2595686,28.41
1788906834,46,2900000,3100000,2900000,29.35
1788906864,47,2900000,2900029,2900000,24.93
1788906894,47,2900000,2914824,2900000,27.37
1788906924,44,2900000,3100000,2900000,24.04
1788906954,47,2900000,3096394,2900000,26.98
1788906984,37,2900000,2900029,2900000,26.66
1788907014,37,2900000,2900029,2900000,28.39
1788907044,37,2900000,3100000,2899970,27.43
1788907075,34,2900000,2900033,2899970,29.27
1788907105,39,2900000,3076865,2893739,29.05
1788907135,41,2900000,3100000,2900000,30.68
1788907165,39,2900000,3100000,2900000,29.60
1788907195,40,2900000,3070897,2900000,28.45
1788907225,41,2900000,3090690,2900000,26.90
1788907255,6,1382736,2210676,800000,25.53
1788907285,47,2900000,3100000,2900000,27.30
1788907315,47,2899970,3003508,2899940,28.52
1788907346,46,2900000,3100000,2900000,29.61
1788907376,41,2900000,2906318,2900000,27.07
1788907406,44,2900000,3093498,2900000,29.17
1788907436,8,1996928,2900000,800000,27.19
1788907466,48,2899970,3100000,2899970,28.77
1788907496,48,2900000,3100000,2900000,29.59
1788907526,48,2899970,3093867,2899970,29.13
1788907556,45,2900000,3095655,2900000,28.72
1788907586,46,2900039,3100031,2900039,27.47
1788907616,38,2900000,2900029,2900000,26.32
1788907647,38,2900000,3100000,2900000,27.96
1788907677,48,2900000,3099959,2900000,28.93
1788907707,42,2900000,3100000,2900000,29.61
1788907737,46,2900029,3100000,2900029,30.31
1788907767,46,2900000,3090521,2900000,29.48
1788907797,40,2900000,2900029,2899970,28.21
1788907827,41,2900000,2900030,2900000,27.32
1788907857,40,2900000,2909434,2900000,28.02
1788907887,37,2900029,3100000,2900000,26.29
1788907917,5,1145073,2275656,800000,28.75
1788907948,40,2898757,3100000,2897888,29.97
1788907978,42,2900000,3100000,2899941,28.35
1788908008,37,2900000,2900058,2899970,30.00
1788908038,37,2900000,3071182,2900000,30.88
1788908068,37,2900000,3100000,2900000,29.62
1788908098,37,2900000,3100000,2900000,28.10
1788908128,45,2899355,3100000,2897972,29.52
1788908158,38,2900000,3100000,2900000,26.76
1788908188,35,2900000,2900058,2900000,27.58
1788908219,45,2900000,3160703,2900000,28.37
1788908249,47,2900000,3100000,2900000,27.91
1788908279,38,2900000,3099967,2900000,26.22
1788908309,45,2900000,3088262,2900000,28.58
1788908339,40,2900000,3100000,2900000,26.93
1788908369,14,2215533,2859512,800000,26.66
1788908399,45,2900000,3100000,2900000,27.65
1788908429,46,2900000,3073092,2900000,28.53
1788908459,43,2899970,3100000,2898009,28.30
1788908489,43,2900000,3100000,2900000,26.89
1788908520,43,2900000,3100000,2900000,29.22
1788908550,43,2900000,3099966,2900000,25.19
1788908580,41,2900000,3100000,2900000,26.23
1788908610,11,2207665,2900000,800000,28.29
1788908640,47,2900000,3100000,2900000,27.92
1788908670,48,2900000,3099481,2900000,26.55
1788908700,46,2900000,3100000,2900000,28.02
1788908730,43,2900000,3100000,2900000,27.54
1788908760,46,2900000,3100000,2900000,26.55
1788908791,41,2900000,3100000,2900000,26.10
1788908821,6,1700000,2155323,800000,25.96
1788908851,45,2900000,2902100,2899967,28.03
1788908881,44,2900000,3099961,2900000,28.67
1788908911,41,2900000,2900029,2899970,24.89
1788908941,37,2900000,2900030,2900000,26.66
1788908971,36,2900000,3097367,2900000,27.83
1788909001,44,2900000,3100000,2900000,26.85
1788909031,20,2980938,3100000,800000,28.27
1788909062,46,2900000,3100000,2900000,28.36
1788909092,46,2900000,3100000,2900000,27.69
1788909122,43,2900000,3099957,2900000,29.48
1788909152,47,2900029,3100000,2900000,28.69
1788909182,42,2900000,2900471,2900000,28.02
1788909212,40,2900000,3100000,2900000,25.71
1788909242,46,2900000,3100000,2900000,24.45
1788909272,6,1584482,3267488,800000,26.88
1788909302,48,2900000,3099964,2900000,28.30
1788909332,47,2900000,3080865,2899970,29.84
1788909363,46,2899969,3085377,2899968,30.62
1788909393,47,2900000,3100326,2900000,30.90
1788909423,43,2900000,3100000,2900000,29.25
1788909453,40,2900000,3100000,2900000,28.15
1788909483,38,2900000,3100031,2900000,27.25
1788909513,39,2900000,3100000,2900000,28.74
1788909543,43,2900000,3100000,2900000,26.11
1788909573,4,1300000,1735769,800000,27.36
1788909603,35,2900000,2900029,2900000,26.10
1788909634,35,2900000,2900029,2900000,27.14
1788909664,45,2900000,3100000,2900000,27.18
1788909694,39,2900000,3100000,2900000,26.88
1788909724,37,2900000,2987062,2899970,27.93
1788909754,40,2900000,3100031,2899970,29.77
1788909784,39,2900000,3100000,2900000,26.56
1788909814,38,2900000,3100000,2900000,26.32
1788909844,5,1138808,1744163,800000,26.08
1788909874,47,2900000,3100000,2900000,28.03
1788909904,46,2899970,3099968,2899970,29.42
1788909935,45,2900000,3100000,2900000,28.22
1788909965,48,2899969,3100000,2899969,28.03
1788909995,47,2900000,3099916,2900000,27.92
1788910025,45,2900000,3100000,2900000,26.96
1788910055,37,2900000,3099968,2900000,29.15
1788910085,40,2900000,3099968,2900000,29.55
1788910115,38,2900000,3056457,2900000,29.36
1788910145,39,2900000,2900052,2900000,30.47
1788910175,44,2900000,3100000,2900000,29.49
1788910205,48,2900000,3100000,2900000,28.26
1788910236,46,2900000,3100000,2900000,27.68
1788910266,43,2900000,3100212,2900000,28.92
1788910296,46,2900000,3100000,2900000,27.93
1788910326,41,2900000,3100000,2900000,26.06
1788910356,5,1993127,2489312,800000,28.37
1788910386,39,2900000,3080428,2899467,29.72
1788910416,45,2900000,3100031,2899968,28.66
1788910446,44,2900000,3100000,2900000,28.61
1788910476,42,2900000,3087548,2900000,29.15
1788910507,41,2900000,3095707,2900000,26.54
1788910537,38,2900000,2923493,2900000,28.75
1788910567,44,2900000,3100000,2900000,28.41
1788910597,46,2900000,3100000,2900000,27.84
1788910627,46,2900000,3099299,2900000,26.68
1788910657,42,2900000,2900029,2899970,26.36
1788910687,41,2900000,3099968,2900000,26.07
1788910717,3,1600000,1600000,800000,28.51
1788910747,44,2900000,3100000,2900000,29.42
1788910777,46,2900000,2956235,2900000,29.94
1788910808,46,2900000,2901053,2900000,28.20
1788910838,45,2900000,3099967,2900000,30.12
1788910868,45,2900000,3100000,2900000,28.95
1788910898,39,2900029,3100000,2900000,27.23
1788910928,37,2900000,2918219,2900000,26.90
1788910958,37,2900000,3100000,2900000,29.08
1788910988,43,2900000,2918770,2900000,27.87
1788911018,16,2222641,3100000,800000,29.57
1788911048,36,2900000,2900029,2900000,27.28
1788911079,35,2900000,3099968,2900000,28.67
1788911109,45,2900000,3098310,2900000,28.27
1788911139,48,2900000,3100595,2900000,29.58
1788911169,43,2900000,3079735,2899970,28.63
1788911199,46,2900000,3096645,2900000,27.23
1788911229,41,2900000,2905410,2900000,27.39
1788911259,38,2900000,3100000,2900000,26.56
1788911289,38,2900000,3100000,2898067,28.70
1788911319,43,2900000,3100000,2900000,30.08
1788911349,41,2900000,3100000,2900000,31.02
1788911380,41,2900000,3078786,2900000,30.64
1788911410,44,2899969,2900000,2898075,31.38
1788911440,36,2900000,3100000,2900000,28.78
1788911470,38,2900000,3100000,2900000,29.93
1788911500,36,2900000,3099967,2900000,28.26
1788911530,41,2900000,3100000,2900000,29.55
1788911560,6,1437480,2081632,800000,27.84
1788911590,46,2900000,3100031,2900000,29.01
1788911620,43,2900000,2958045,2900000,28.36
1788911651,47,2900000,3100000,2900000,29.86
1788911681,46,2900000,3100000,2900000,28.75
1788911711,40,2900000,3100040,2900000,30.23
1788911741,38,2900000,3100000,2900000,29.81
1788911771,36,2900000,2900058,2900000,27.82
1788911801,42,2900000,3100000,2900000,27.54
1788911831,36,2900000,3100000,2898110,29.39
1788911861,47,2900000,3096978,2900000,30.35
1788911891,45,2900000,3100000,2900000,30.46
1788911921,45,2900000,3100000,2900000,29.34
1788911952,48,2900000,2909931,2900000,26.91
1788911982,46,2900000,3100000,2900000,24.90
1788912012,38,2900000,3099968,2900000,28.27
1788912042,44,2900000,3089273,2900000,27.79
1788912072,39,2900000,3100000,2900000,26.71
1788912102,45,2900029,3100000,2900000,28.95
1788912132,48,2900000,3099968,2900000,28.72
1788912162,46,2900000,3099968,2900000,30.04
1788912192,38,2900000,2908792,2897986,31.74
1788912223,38,2900000,2900645,2900000,27.95
1788912253,1,2046804,2046804,800000,29.68
1788912283,45,2899970,2900029,2899969,30.05
1788912313,39,2900000,3100000,2899171,28.43
1788912343,43,2900000,2937411,2900000,27.61
1788912373,42,2900000,3090718,2900000,29.12
1788912403,37,2900000,3100000,2900000,28.24
1788912433,38,2900000,2901080,2900000,28.60
1788912463,0,0,0,800000,27.29
1788912493,25,2900000,3100031,1063991,16.79
1788912524,9,3248671,3400000,800000,15.48
1788912554,22,2960685,3100000,800000,14.80
1788912584,17,2900000,3399965,800000,11.77
1788912614,24,2900000,3100000,800000,12.61
1788912644,3,1486543,1486543,800000,14.49
1788912674,23,2900000,3100031,800213,11.92
1788912704,24,2900000,3100000,833265,11.41
1788912734,3,1219672,1219672,800000,12.42
1788912764,22,3099968,3400000,800000,10.72
1788912795,6,1834501,2000000,800000,8.96
1788912825,11,2260357,2701920,800000,7.93
1788912855,22,3099968,3100000,800000,6.49
1788912885,24,2900000,3100000,876943,9.44
1788912915,3,1700000,1700000,800000,7.31
1788912945,9,2119954,3400000,800000,9.98
1788912975,11,2775683,3129937,800000,9.08
1788913005,22,2900000,2940811,800000,8.00
1788913035,28,2900000,3100031,1763328,10.09
1788913066,23,2900000,3100000,800000,13.23
1788913096,11,2900000,2900029,800000,11.33
1788913126,6,2060597,3092111,800000,14.86
1788913156,7,2304255,3156279,800000,14.21
1788913186,4,1300915,3001415,800000,10.01
1788913216,20,2926938,3100000,800000,8.22
1788913246,8,2054986,2665472,800000,12.07
1788913276,8,1895052,2978106,800000,10.26
1788913306,15,2900000,2915301,800000,10.90
1788913337,24,2900029,3100000,800000,11.37
1788913367,22,3099968,3100000,800000,8.62
1788913397,24,2900000,2945862,800000,10.83
1788913427,9,1754641,2962068,800000,14.01
1788913457,20,2900000,3100000,800000,11.18
1788913487,22,2900000,3100000,800000,13.57
1788913517,14,1900000,2872854,800000,16.98
1788913547,11,2214972,2998376,800000,15.75
1788913577,8,2900000,3032892,800000,18.67
1788913608,10,1656621,2000000,800000,18.57
1788913638,27,2900000,3100000,1600000,16.92
1788913668,23,2900000,3100000,800000,16.30
1788913698,7,2000000,2984807,800000,14.58
1788913728,4,1297965,1402031,800000,15.09
1788913758,10,2304744,3625373,800000,14.16
1788913788,16,2900000,3123596,800000,10.94
1788913818,22,2931208,3100000,800000,13.18
1788913848,21,2900000,2900029,800000,13.57
1788913879,5,1453369,3359493,800000,8.47
1788913909,23,2900000,3099968,800000,7.08
1788913939,23,2900000,3100000,800000,7.18
1788913969,12,2100000,2609059,800000,7.00
1788913999,18,2900000,3000000,800000,7.45
1788914029,2,2069047,2069047,800000,8.63
1788914059,18,2900000,3100031,800000,7.74
1788914089,19,2900000,3100031,800000,6.17
1788914119,22,2900000,3057623,800000,6.77
1788914150,22,2900676,3100000,800000,7.42
1788914180,22,2900000,2900029,800000,7.25
1788914210,25,2900000,2900029,1188284,10.79
1788914240,18,2900000,3138690,800000,8.52
1788914270,23,2900000,3100000,800000,8.92
1788914300,4,2396785,2758487,800000,10.79
1788914330,12,2900000,3100000,800000,11.14
1788914360,22,2900000,2975126,800000,11.78
1788914390,2,1297384,1297384,800000,12.00
1788914421,20,3100000,3400000,800000,11.61
1788914451,23,2900000,3100000,800000,12.71
1788914481,5,1194244,2788333,800000,8.96
1788914511,8,1894129,2156657,800000,11.30
1788914541,8,1994764,3400000,800000,8.78
1788914571,3,2319718,2319718,800000,8.74
1788914601,19,2900000,3100000,800000,7.20
1788914631,22,2900000,3100000,800027,10.40
1788914661,6,1800000,3200000,800000,10.53
1788914692,27,2900000,3100000,2207479,12.36
1788914722,23,2900000,3100031,800000,11.64
1788914752,9,2333546,3200000,800000,9.98
1788914782,22,2917470,3100000,800000,8.01
1788914812,22,2900029,3100000,800000,7.85
1788914842,5,1209938,1376049,800000,6.02
1788914872,16,2900000,2906832,800000,9.47
1788914902,4,1995192,2323482,800000,8.59
1788914932,20,3100000,3100031,800000,7.54
1788914962,23,2900000,2900029,800000,9.01
1788914993,22,2900000,3099968,800000,9.81
1788915023,17,2900000,2900000,800000,7.67
1788915053,22,2900000,3100000,800000,9.04
1788915083,2,1014519,1014519,800000,10.03
1788915113,21,2900000,3100000,800000,9.53
1788915143,12,2336596,3234050,800000,11.30
1788915173,10,1500000,1994011,800000,12.59
1788915203,5,3789526,3800000,800000,10.83
1788915233,2,1577329,1577329,800000,12.32
1788915264,1,1662013,1662013,800000,10.08
1788915294,17,2900000,3100000,800000,6.40
1788915324,14,3100000,3170255,800000,9.26
1788915354,21,2900029,3100000,800000,9.81
1788915384,22,2900000,3100000,800000,9.75
1788915414,23,2900000,2900029,837739,11.34
1788915444,21,2900000,3100000,800000,11.22
1788915474,6,3100000,3600793,800000,8.55
1788915504,20,2900000,3100000,800000,10.78
1788915535,4,1328899,2205964,800000,10.78
1788915565,19,2900000,2900029,800000,8.33
1788915595,2,2034808,2034808,800000,6.90
1788915625,2,1200000,1200000,800000,6.93
1788915655,16,2900000,3325984,800000,7.17
1788915685,23,2900000,3100000,800000,8.15
1788915715,7,2144366,2342909,800000,7.51
1788915745,14,3100000,3364010,800000,9.08
1788915775,4,1639102,3099968,800000,11.02
1788915806,22,2900000,3100000,800000,8.96
1788915836,15,2900000,3100000,800000,9.54
1788915866,23,2900029,3100000,800000,11.08
1788915896,15,2900000,3013302,800000,10.13
1788915926,22,2900029,3100000,800000,13.09
1788915956,9,2396518,3008670,800000,13.26
1788915986,10,2915481,3330071,800000,9.46
1788916016,12,2900030,3100031,800000,8.64
1788916046,24,2900000,3100000,973749,9.00
1788916077,10,2996507,3291226,800000,8.04
1788916107,15,3099968,3400000,800000,7.12
1788916137,20,2899970,3099968,800040,13.32
1788916167,18,3009093,3100031,800000,13.14
1788916197,10,3217437,3400000,800000,10.06
1788916227,14,3338893,3400034,800000,8.88
1788916257,29,2900000,3016274,1720214,8.60
1788916287,14,2900000,3099968,800000,10.20
1788916317,11,2993864,3100036,800000,9.42
1788916347,13,3100000,3400034,800000,8.00
1788916377,7,2824399,3400034,800000,7.95
1788916408,16,2888023,3100000,800000,8.45
1788916438,8,3206868,3283921,800000,8.56
1788916468,11,3086864,3289535,800000,7.84
1788916498,14,3100000,3399965,800000,7.45
1788916528,19,3099967,3208294,800008,7.67
1788916558,16,3100000,3400034,800000,8.18
1788916588,12,3100000,3239294,800000,6.85
1788916618,15,3100000,3100031,800000,6.42
1788916648,21,3096358,3126589,800000,7.25
1788916678,25,2900000,3100000,1116190,7.62
1788916709,10,3007235,3400034,800000,7.19
1788916739,13,3100000,3442513,800000,6.37
1788916769,14,2500025,2877152,800000,6.73
1788916799,12,2571659,2948801,800000,7.74
1788916829,12,2597065,3145732,800000,7.79
1788916859,13,3253983,3399965,800000,6.93
1788916889,10,2838144,3294820,800000,7.25
1788916919,16,2954233,3100060,800000,8.27
1788916949,16,2588311,3099968,800000,9.71
1788916979,10,3089774,3294220,800000,8.19
1788917010,11,3099968,3395740,800000,7.70
1788917040,22,3001319,3100031,800008,8.30
1788917070,8,2529377,3297084,800000,8.99
1788917100,8,2999969,3296319,800000,7.20
1788917130,24,2899970,3100035,995268,7.00
1788917160,10,2900000,3100000,800000,8.09
1788917190,11,3000000,3100000,800000,7.06
1788917220,11,3100000,3400000,800000,6.98
1788917250,16,2900000,3100000,800000,8.35
1788917280,9,2950414,3298338,800000,9.98
1788917311,14,3100000,3299966,800000,8.17
1788917341,12,3181597,3429334,800000,8.04
1788917371,21,2783768,3097033,800000,8.10
1788917401,9,3000000,3400000,800000,10.08
1788917431,10,3000000,3235198,800000,8.69
1788917461,15,3100000,3400000,800000,7.40
1788917491,13,3076943,3149929,800000,7.53
1788917521,16,2899920,3100031,800000,7.97
1788917551,12,3001414,3389235,800000,6.91
1788917582,10,3100000,3400000,800000,7.20
1788917612,22,2900000,3099968,800585,8.20
1788917642,26,2908575,3100031,1102794,11.51
1788917672,10,3100000,3400034,800000,11.30
1788917702,12,3036531,3400000,800000,11.51
1788917732,5,3097511,3100000,800000,12.41
1788917762,17,2999356,3100000,800000,15.06
1788917792,13,2500000,3296367,800000,14.65
1788917822,13,2971572,3800000,800000,13.75
1788917852,15,3256125,3400000,800000,13.03
1788917883,15,2900029,3080615,800000,13.77
1788917913,15,3100000,3399965,800000,14.88
1788917943,11,2874737,3255267,800000,14.90
1788917973,9,3100000,3399965,800000,16.08
1788918003,19,2900000,3100000,800000,15.41
1788918033,12,2894200,3399965,800000,16.29
1788918063,11,3002204,3275363,800000,15.33
1788918093,14,3100000,3399965,800000,14.17
1788918123,15,2965835,3360969,800000,13.83
1788918153,19,2900029,3160078,800000,13.48
1788918184,11,2993296,3022410,800000,13.93
1788918214,19,2638690,3053301,800000,13.92
1788918244,22,2774232,3091887,800008,13.12
1788918274,16,2990637,3236397,800000,11.80
1788918304,10,3100000,3399965,800000,10.65
1788918334,15,2974381,3113839,800000,11.60
1788918364,20,2900000,3100000,800000,14.34
1788918394,13,3140998,3400034,800000,13.92
1788918424,10,3099968,3386916,800000,14.11
1788918454,16,2887640,3099968,800000,13.73
1788918485,27,2900000,3100000,1382105,13.88
1788918515,15,2990285,3294387,800000,12.31
1788918545,9,3071684,3304011,800000,9.86
1788918575,20,3100000,3800000,800026,8.71
1788918605,20,2903611,3400034,800000,9.69
1788918635,11,2958668,3270856,800000,9.71
1788918665,8,3000000,3578239,800000,8.25
1788918695,15,3100000,3400000,800000,7.51
1788918725,16,2927692,3196451,800000,8.73
1788918755,19,3087807,3400034,800000,9.26
1788918786,14,3099968,3611523,800000,8.26
1788918816,13,3100000,3124764,800000,6.60
1788918846,19,3057207,3112970,800000,7.19
1788918876,12,2636719,3100000,800000,7.05
1788918906,12,3100000,3298814,800000,7.23
1788918936,12,3100000,3400034,800000,6.96
1788918966,12,2399929,3100000,800000,7.96
1788918996,22,2895894,3100000,800000,10.94
1788919026,10,3230132,3400000,800000,10.45
1788919056,8,2999969,3267454,800000,8.87
1788919087,13,2900000,3388194,800000,7.81
1788919117,19,2900000,3592184,800000,9.27
1788919147,11,2398442,3300033,800000,9.25
1788919177,9,2959177,3299966,800000,7.57
1788919207,13,2900000,3100000,800000,7.05
1788919237,16,2199977,3396183,800000,7.29
1788919267,11,2255569,2629629,800000,8.35
1788919297,15,2930463,3299966,800000,6.60
1788919327,19,2900000,3100035,800008,6.91
1788919357,11,2795172,3385684,800000,6.31
1788919388,14,3028537,3400034,800000,6.06
1788919418,14,2900029,3399965,800000,6.20
1788919448,20,2900000,3100000,800000,6.82
1788919478,13,2989641,3296377,800000,7.25
1788919508,14,2746549,3291577,800000,6.76
1788919538,11,3082767,3100000,800000,6.91
1788919568,23,2900000,3085994,900000,7.92
1788919598,14,2900000,3100000,800000,11.64
1788919628,18,2797057,3400000,800000,10.76
1788919658,20,3100000,3400000,800000,9.16
1788919689,13,3042728,3100000,800000,8.79
1788919719,16,3112252,3400034,800000,8.97
1788919749,19,2986926,3399965,800000,7.68
1788919779,9,3100000,3235249,800000,7.24
1788919809,16,3095003,3225328,800000,7.26
1788919839,20,2900025,3197999,800000,8.85
1788919869,14,2906804,3393423,800000,9.17
1788919899,16,3068108,3691803,800000,7.76
1788919929,17,3100000,3100031,800000,7.43
1788919959,19,2957331,3136199,800000,7.17
1788919990,7,3246559,3333097,800000,9.33
1788920020,18,2976266,3100031,800000,7.99
1788920050,13,3100031,3399965,800000,7.24
1788920080,27,2682751,2900029,1518913,7.59
1788920110,18,2900000,3110801,800000,7.68
1788920140,11,3069276,3283797,800000,7.21
1788920170,17,3100000,3400000,800000,7.24
1788920200,22,2900000,3075200,887029,7.47
